id,item_id,transaction_id,transaction_type,transaction_number,reference_number,transaction_date,status,item_name,account_id,product_id,product_name,description,quantity_ordered,quantity_invoiced,quantity_cancelled,bcy_item_price,fcy_item_price,bcy_total,customer_name,salesperson_name,customer_id,currency_code,currency_id,project_id,status.1,invoice.CF.End  User
3515132,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,405,0,0,0,0,880640.13,Mogod Healthcare,Others,5129413000000120000,USD,5129413000000080000,,active,Imexolutions Ltd
2818214,5129413000000990000,5129413000000980000,invoice,INV-000374,,2024-11-07,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Public Renewal 1 Year,,255,0,0,0,0,845106.73,Manage IT Limited,Others,5129413000000950000,KES,5129413000000000000,,active,Imexolutions Ltd
4500132,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-05,sent,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Public Renewal 1 Year,,5,0,0,0,0,643775.62,CloudTimes Kenya Ltd,Others,5129413000000120000,USD,5129413000000000000,,active,Imexolutions Ltd
9518212,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-07,sent,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,185,0,0,0,0,186749.78,Manage IT Limited,Others,5129413000000110000,USD,5129413000000000000,,active,Consumer
5738849,5129413000000980000,5129413000000990000,invoice,INV-000371,,2024-11-02,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Public Renewal 1 Year,,311,0,0,0,0,9112.03,Southend Tech Limited,Others,5129413000000110000,KES,5129413000000000000,,active,Sundries Bargains (Nairobi) Ltd
2651333,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-04,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,344,0,0,0,0,106643.57,XC Three Sixty EA Ltd,Others,5129413000000120000,KES,5129413000000000000,,active,COPYCAT
5530474,5129413000000990000,5129413000000950000,invoice,INV-000376,,2024-11-08,sent,Bitdefender GravityZone Business Security Public Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,475276.38,Simplify IT,Others,5129413000000120000,USD,5129413000000000000,,active,Jamii Sacco Society Ltd
10330150,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-07,paid,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,118,0,0,0,0,343301.26,Copy Cat Ltd.,Others,5129413000000110000,USD,5129413000000000000,,active,Healthy U
14227155,5129413000000980000,5129413000000950000,invoice,INV-000376,,2024-11-06,sent,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,91,0,0,0,0,665858.97,XC Three Sixty EA Ltd,Others,5129413000000110000,USD,5129413000000000000,,active, Kings Ophthalmics Ltd
9422459,5129413000000980000,5129413000000980000,invoice,INV-000373,,2024-11-08,sent,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,640589.8,Mogod Healthcare,Others,5129413000000110000,USD,5129413000000000000,,active,Centenary
7860627,5129413000000990000,5129413000000990000,invoice,INV-000370,,2024-11-01,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,151,0,0,0,0,930773.74,Manage IT Limited,Others,5129413000000110000,KES,5129413000000080000,,active,Healthy U
7680865,5129413000000980000,5129413000000990000,invoice,INV-000375,,2024-11-07,sent,Bitdefender GravityZone Business Security Private Initial 2 years,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,144,0,0,0,0,889154.11,SyncIT Solutions Ltd,Others,5129413000000660000,USD,5129413000000000000,,,Imexolutions Ltd
1284608,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-03,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,,"Amaze 240V, 400W Heater",,210,0,0,0,0,189401.98,CloudTimes Kenya Ltd,Others,5129413000000140000,USD,5129413000000000000,,active,Jamii Sacco Society Ltd
16616987,5129413000000990000,5129413000000990000,invoice,INV-000371,,2024-11-07,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,285715.59,Copy Cat Ltd.,Others,5129413000000110000,KES,5129413000000080000,,active,Healthy U
10928988,5129413000000980000,5129413000000990000,invoice,INV-000373,,2024-11-08,paid,"Amaze 240V, 400W Heater",5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,25,0,0,0,0,447491.73,Southend Tech Limited,Others,5129413000000110000,KES,5129413000000000000,,,Healthy U
13826627,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-01,sent,,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,281,0,0,0,0,211467.14,CloudTimes Kenya Ltd,Others,5129413000000120000,USD,5129413000000080000,,active,Sundries Bargains (Nairobi) Ltd
2369512,5129413000000990000,5129413000000990000,invoice,INV-000370,,2024-11-07,paid,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,9112.03,Mogod Healthcare,Others,5129413000000120000,KES,5129413000000000000,,active, Kings Ophthalmics Ltd
1647117,5129413000000990000,5129413000000990000,invoice,INV-000372,,2024-11-07,sent,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,5129413000000080000,5129413000000110000,Bitdefender GravityZone Business Security Private Initial 2 years,,166,0,0,0,0,378050.27,Manage IT Limited,Others,5129413000000110000,USD,5129413000000000000,,active,Consumer
13165006,5129413000000950000,5129413000000990000,invoice,INV-000376,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,"Amaze 240V, 400W Heater",,226,0,0,0,0,387255.73,XC Three Sixty EA Ltd,Others,5129413000000110000,USD,5129413000000000000,,active,Healthy U
3706522,5129413000000990000,5129413000000990000,invoice,INV-000371,,2024-11-04,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,16,0,0,0,0,487543.09,CloudTimes Kenya Ltd,Others,5129413000000950000,USD,5129413000000000000,,active,Healthy U
16259465,5129413000000990000,5129413000000990000,invoice,INV-000373,,2024-11-01,paid,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,480,0,0,0,0,434970.79,SyncIT Solutions Ltd,Others,5129413000000120000,KES,5129413000000000000,,active,Consumer
7768013,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-02,sent,"Amaze 240V, 400W Heater",5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,109,0,0,0,0,656740.26,CloudTimes Kenya Ltd,Others,5129413000000660000,USD,5129413000000080000,,active, Kings Ophthalmics Ltd
3346457,5129413000000950000,5129413000000950000,invoice,INV-000369,,2024-11-08,sent,Bitdefender Gravityzone Business Security Private Initial 1 year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,480,0,0,0,0,342460.96,Copy Cat Ltd.,Others,5129413000000140000,USD,5129413000000080000,,active,Centenary
4319423,5129413000000950000,5129413000000990000,invoice,INV-000376,,2024-11-08,sent,"Amaze 240V, 400W Heater",5129413000000080000,,Bitdefender GravityZone Business Security Private Renewal 1 Year,,5,0,0,0,0,40682.36,Sight and Sound Computers Limited,Others,5129413000000140000,USD,5129413000000000000,,active,Imexolutions Ltd
9202950,5129413000000990000,5129413000000990000,invoice,INV-000375,,2024-11-05,sent,,5129413000000080000,,"Amaze 240V, 400W Heater",,126,0,0,0,0,12392.27,XC Three Sixty EA Ltd,Others,5129413000000140000,KES,5129413000000000000,,active,Imexolutions Ltd
15669041,5129413000000990000,5129413000000980000,invoice,INV-000376,,2024-11-06,sent,Bitdefender GravityZone Business Security Private Initial 2 years,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,200,0,0,0,0,548644.15,Manage IT Limited,Others,5129413000000110000,USD,5129413000000080000,,active,Imexolutions Ltd
6030428,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-07,paid,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Public Renewal 1 Year,,242,0,0,0,0,467451.41,Simplify IT,Others,5129413000000110000,USD,5129413000000000000,,active,Healthy U
12695836,5129413000000990000,5129413000000990000,invoice,INV-000375,,2024-11-08,sent,Bitdefender GravityZone Business Security Public Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Initial 2 years,,157,0,0,0,0,9112.03,Simplify IT,Others,5129413000000660000,USD,5129413000000000000,,active,Centenary
13888124,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Initial 2 years,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,11,0,0,0,0,382914.47,CloudTimes Kenya Ltd,Others,5129413000000120000,USD,5129413000000000000,,active,Centenary
12723646,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-06,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Initial 2 years,,170,0,0,0,0,246964.09,Simplify IT,Others,5129413000000110000,USD,5129413000000000000,,active,Consumer
10161251,5129413000000950000,5129413000000990000,invoice,INV-000373,,2024-11-02,sent,Bitdefender Gravityzone Business Security Private Initial 1 year,5129413000000080000,,Bitdefender GravityZone Business Security Private Initial 2 years,,113,0,0,0,0,599343.45,Southend Tech Limited,Others,5129413000000140000,USD,5129413000000000000,,active,Jamii Sacco Society Ltd
5266797,5129413000000980000,5129413000000980000,invoice,INV-000369,,2024-11-05,paid,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,"Amaze 240V, 400W Heater",,5,0,0,0,0,486311.99,Copy Cat Ltd.,Others,5129413000000110000,KES,5129413000000000000,,active,Consumer
14108331,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-07,sent,Bitdefender GravityZone Business Security Private Initial 2 years,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Initial 2 years,,480,0,0,0,0,91984.31,Mogod Healthcare,Others,5129413000000120000,KES,5129413000000080000,,active,Imexolutions Ltd
5370191,5129413000000950000,5129413000000950000,invoice,INV-000370,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,251,0,0,0,0,852760.43,Mogod Healthcare,Others,5129413000000110000,KES,5129413000000000000,,active, Kings Ophthalmics Ltd
241208,5129413000000990000,5129413000000990000,invoice,INV-000370,,2024-11-05,sent,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,17,0,0,0,0,174243.36,Sight and Sound Computers Limited,Others,5129413000000140000,USD,5129413000000000000,,active,Imexolutions Ltd
1221489,5129413000000990000,5129413000000990000,invoice,INV-000370,,2024-11-07,sent,,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,110,0,0,0,0,18608.01,Simplify IT,Others,5129413000000140000,USD,5129413000000000000,,active, Kings Ophthalmics Ltd
4239225,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-06,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,227,0,0,0,0,59035.56,XC Three Sixty EA Ltd,Others,5129413000000110000,KES,5129413000000000000,,active,Sundries Bargains (Nairobi) Ltd
9947999,5129413000000990000,5129413000000990000,invoice,INV-000368,,2024-11-07,sent,"Amaze 240V, 400W Heater",5129413000000080000,5129413000000100000,"Amaze 240V, 400W Heater",,5,0,0,0,0,150244.5,Sight and Sound Computers Limited,Others,5129413000000110000,USD,5129413000000080000,,active,Sundries Bargains (Nairobi) Ltd
2971846,5129413000000990000,5129413000000990000,invoice,INV-000370,,2024-11-06,sent,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,5129413000000080000,5129413000000100000,Bitdefender Mobile Security Private Initial 2 years,,5,0,0,0,0,929102.1,Copy Cat Ltd.,Others,5129413000000110000,KES,5129413000000000000,,active,Imexolutions Ltd
3824656,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,132,0,0,0,0,861021.1,Simplify IT,Others,5129413000000950000,USD,5129413000000000000,,active, Kings Ophthalmics Ltd
2193222,5129413000000950000,5129413000000990000,invoice,INV-000372,,2024-11-05,sent,Bitdefender GravityZone Business Security Private Initial 2 years,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,241,0,0,0,0,9112.03,Copy Cat Ltd.,Others,5129413000000110000,USD,5129413000000080000,,active,Jamii Sacco Society Ltd
5241440,5129413000000990000,5129413000000990000,invoice,INV-000373,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Initial 2 years,,16,0,0,0,0,491240.49,Simplify IT,Others,5129413000000110000,USD,5129413000000000000,,,ViaService Kenya Ltd
6420439,5129413000000990000,5129413000000980000,invoice,INV-000374,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Email Security Private Renewal 1 Year,,480,0,0,0,0,283859.96,CloudTimes Kenya Ltd,Others,5129413000000110000,KES,5129413000000000000,,,Consumer
9172728,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-06,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Initial 2 years,,206,0,0,0,0,757927.34,Copy Cat Ltd.,Others,5129413000000660000,USD,5129413000000080000,,active,Imexolutions Ltd
15604511,5129413000000990000,5129413000000980000,invoice,INV-000376,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,119,0,0,0,0,295563.28,Copy Cat Ltd.,Others,5129413000000110000,USD,5129413000000000000,,active, Kings Ophthalmics Ltd
11040951,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Initial 2 years,5129413000000080000,5129413000000100000,Bitdefender Mobile Security Private Initial 2 years,,333,0,0,0,0,555899.04,Mogod Healthcare,Others,5129413000000110000,KES,5129413000000080000,,active, Kings Ophthalmics Ltd
4048347,5129413000000980000,5129413000000990000,invoice,INV-000370,,2024-11-07,sent,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,9112.03,Southend Tech Limited,Others,5129413000000110000,USD,5129413000000000000,,active,COPYCAT
14457604,5129413000000990000,5129413000000990000,invoice,INV-000369,,2024-11-08,sent,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,5129413000000080000,5129413000000100000,"Amaze 240V, 400W Heater",,15,0,0,0,0,312938.03,Mogod Healthcare,Others,5129413000000120000,KES,5129413000000000000,,active,Centenary
10295696,5129413000000950000,5129413000000990000,invoice,INV-000370,,2024-11-05,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,60912.27,CloudTimes Kenya Ltd,Others,5129413000000660000,KES,5129413000000080000,,active,Consumer
3975217,5129413000000990000,5129413000000990000,invoice,INV-000373,,2024-11-08,paid,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,23,0,0,0,0,9112.03,CloudTimes Kenya Ltd,Others,5129413000000110000,USD,5129413000000000000,,active,COPYCAT
2650813,5129413000000990000,5129413000000950000,invoice,INV-000371,,2024-11-08,sent,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,"Amaze 240V, 400W Heater",,5,0,0,0,0,204757.4,Sight and Sound Computers Limited,Others,5129413000000120000,USD,5129413000000080000,,active,Consumer
10038438,5129413000000980000,5129413000000990000,invoice,INV-000375,,2024-11-01,sent,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,159,0,0,0,0,217792.57,SyncIT Solutions Ltd,Others,5129413000000120000,USD,5129413000000080000,,,Healthy U
9878845,5129413000000990000,5129413000000990000,invoice,INV-000375,,2024-11-07,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,238,0,0,0,0,97784.93,Mogod Healthcare,Others,5129413000000950000,USD,5129413000000000000,,active,Jamii Sacco Society Ltd
11539212,5129413000000990000,5129413000000990000,invoice,INV-000375,,2024-11-08,sent,,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Initial 2 years,,114,0,0,0,0,847650.05,Mogod Healthcare,Others,5129413000000120000,USD,5129413000000080000,,active,Centenary
12396133,5129413000000980000,5129413000000980000,invoice,INV-000371,,2024-11-07,sent,"Amaze 240V, 400W Heater",5129413000000080000,5129413000000110000,"Amaze 240V, 400W Heater",,5,0,0,0,0,558758.29,Simplify IT,Others,5129413000000660000,USD,5129413000000000000,,active,Imexolutions Ltd
8639436,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-06,sent,"Amaze 240V, 400W Heater",5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,157,0,0,0,0,52898.21,Southend Tech Limited,Others,5129413000000110000,KES,5129413000000080000,,active,COPYCAT
9405125,5129413000000990000,5129413000000950000,invoice,INV-000369,,2024-11-08,sent,"Amaze 240V, 400W Heater",5129413000000080000,5129413000000110000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,1851685.51,Copy Cat Ltd.,Others,5129413000000950000,USD,5129413000000000000,,active,Sundries Bargains (Nairobi) Ltd
12236423,5129413000000990000,5129413000000950000,invoice,INV-000368,,2024-11-08,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,5,0,0,0,0,9112.03,Manage IT Limited,Others,5129413000000110000,KES,5129413000000000000,,active,Consumer
2262519,5129413000000990000,5129413000000990000,invoice,INV-000375,,2024-11-07,sent,Bitdefender GravityZone Business Security Private Renewal 1 Year,5129413000000080000,5129413000000110000,Bitdefender Gravityzone Business Security Private Initial 1 year,,5,0,0,0,0,496529.69,Mogod Healthcare,Others,5129413000000110000,KES,5129413000000080000,,active,Consumer
11384828,5129413000000990000,5129413000000990000,invoice,INV-000376,,2024-11-07,sent,Bitdefender Gravityzone Email Security Private Renewal 1 Year,5129413000000080000,5129413000000100000,Bitdefender Gravityzone Business Security Premium Private Initial 1 year,,144,0,0,0,0,9112.03,Manage IT Limited,Others,5129413000000950000,USD,5129413000000000000,,active,Imexolutions Ltd
9951690,5129413000000990000,5129413000000950000,invoice,INV-000369,,2024-11-05,sent,Bitdefender Gravityzone Business Security Private Initial 1 year,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,156,0,0,0,0,895874.95,Southend Tech Limited,Others,5129413000000950000,USD,5129413000000000000,,active, Kings Ophthalmics Ltd
15405078,5129413000000990000,5129413000000950000,invoice,INV-000373,,2024-11-05,sent,Bitdefender GravityZone Business Security Private Initial 2 years,5129413000000080000,5129413000000100000,Bitdefender GravityZone Business Security Private Renewal 1 Year,,132,0,0,0,0,766571.93,SyncIT Solutions Ltd,Others,5129413000000110000,KES,5129413000000000000,,active,Centenary
